"","regions","cluster"
"10137","chr1-230375791-230376233","early"
"10138","chr1-230568045-230568312","early"
"10139","chr1-230572090-230573070","early"
"10140","chr1-231844729-231845670","early"
"10141","chr1-232877628-232878478","early"
"10142","chr1-233312920-233313364","early"
"10143","chr1-233613356-233615451","early"
"10144","chr1-234400630-234401122","early"
"10145","chr1-234507965-234508449","early"
"10146","chr1-234656649-234657788","early"
"10147","chr1-234683579-234684554","early"
"10148","chr1-235090337-235091184","early"
"10149","chr1-236128616-236129814","early"
"10150","chr1-236168553-236169419","early"
"10151","chr1-237012420-237013360","early"
"10152","chr1-241600472-241601132","early"
"10153","chr1-243473309-243474840","early"
"10154","chr1-243917079-243918353","early"
"10155","chr1-244067042-244068248","early"
"10156","chr1-244080300-244080915","early"
"10157","chr1-244841098-244841820","early"
"10158","chr1-245153629-245155729","early"
"10159","chr1-245155854-245156921","early"
"10160","chr1-245234266-245235418","early"
"10161","chr1-245260060-245260967","early"
"10162","chr1-245261330-245262155","early"
"10163","chr1-245276098-245276837","early"
"10164","chr1-245298427-245299305","early"
"10165","chr1-245300990-245301640","early"
"10166","chr1-245557908-245558704","early"
"10167","chr1-247007372-247008346","early"
"10168","chr2-19496-20641","early"
"10169","chr2-85599-86279","early"
"10170","chr2-949947-951066","early"
"10171","chr2-6926987-6927587","early"
"10172","chr2-8573256-8574977","early"
"10173","chr2-9897271-9898062","early"
"10174","chr2-11505493-11506879","early"
"10175","chr2-11710084-11711216","early"
"10176","chr2-15673645-15674819","early"
"10177","chr2-17800925-17801463","early"
"10178","chr2-18299068-18300196","early"
"10179","chr2-20052484-20052799","early"
"10180","chr2-20141078-20141822","early"
"10181","chr2-20490189-20491248","early"
"10182","chr2-20492112-20492408","early"
"10183","chr2-20501017-20501548","early"
"10184","chr2-20551050-20551584","early"
"10185","chr2-20565257-20566579","early"
"10186","chr2-20608880-20609754","early"
"10187","chr2-20611150-20611783","early"
"10188","chr2-20625239-20627742","early"
"10189","chr2-23286541-23287673","early"
"10190","chr2-25290783-25291680","early"
"10191","chr2-26001646-26002423","early"
"10192","chr2-27446071-27446414","early"
"10193","chr2-27765352-27766566","early"
"10194","chr2-27809744-27810187","early"
"10195","chr2-28130177-28130976","early"
"10196","chr2-28394450-28394809","early"
"10197","chr2-28420061-28421041","early"
"10198","chr2-28426238-28426504","early"
"10199","chr2-28701873-28703016","early"
"10200","chr2-28735449-28736481","early"
"10201","chr2-28753327-28753620","early"
"10202","chr2-30224735-30225684","early"
"10203","chr2-33457638-33458170","early"
"10204","chr2-36357618-36358134","early"
"10205","chr2-36388949-36390075","early"
"10206","chr2-36404317-36404610","early"
"10207","chr2-36482525-36482830","early"
"10208","chr2-37343530-37343866","early"
"10209","chr2-37349809-37350752","early"
"10210","chr2-38037735-38038808","early"
"10211","chr2-38066209-38066734","early"
"10212","chr2-38098294-38099300","early"
"10213","chr2-38167001-38168270","early"
"10214","chr2-38719362-38720163","early"
"10215","chr2-39567236-39568939","early"
"10216","chr2-39696049-39696493","early"
"10217","chr2-39723529-39724420","early"
"10218","chr2-41966373-41968208","early"
"10219","chr2-42054315-42055062","early"
"10220","chr2-42126922-42127743","early"
"10221","chr2-42446199-42447597","early"
"10222","chr2-42449657-42450474","early"
"10223","chr2-43343623-43344269","early"
"10224","chr2-43636557-43638318","early"
"10225","chr2-43675867-43676729","early"
"10226","chr2-43746164-43746577","early"
"10227","chr2-43792481-43793117","early"
"10228","chr2-44245012-44245935","early"
"10229","chr2-44324673-44325444","early"
"10230","chr2-44450827-44451094","early"
"10231","chr2-45256285-45257537","early"
"10232","chr2-45935830-45936704","early"
"10233","chr2-45963979-45964594","early"
"10234","chr2-46305959-46306741","early"
"10235","chr2-46849751-46850478","early"
"10236","chr2-54524078-54524995","early"
"10237","chr2-55581822-55582479","early"
"10238","chr2-55902954-55903277","early"
"10239","chr2-55922262-55924118","early"
"10240","chr2-60553554-60554880","early"
"10241","chr2-62586840-62587988","early"
"10242","chr2-63871114-63871559","early"
"10243","chr2-64697948-64699066","early"
"10244","chr2-69290907-69292038","early"
"10245","chr2-69567972-69568433","early"
"10246","chr2-69673533-69674586","early"
"10247","chr2-69674979-69675929","early"
"10248","chr2-70527474-70528064","early"
"10249","chr2-71558404-71559020","early"
"10250","chr2-72138259-72139476","early"
"10251","chr2-73084668-73085968","early"
"10252","chr2-85445611-85446260","early"
"10253","chr2-85929147-85929703","early"
"10254","chr2-85977998-85978655","early"
"10255","chr2-86283149-86284909","early"
"10256","chr2-94996352-94997042","early"
"10257","chr2-95001547-95001977","early"
"10258","chr2-95006617-95006966","early"
"10259","chr2-95076402-95077679","early"
"10260","chr2-96505074-96505769","early"
"10261","chr2-96962108-96963648","early"
"10262","chr2-96970009-96970836","early"
"10263","chr2-98768354-98769064","early"
"10264","chr2-98805243-98805826","early"
"10265","chr2-99316872-99318185","early"
"10266","chr2-99636027-99637139","early"
"10267","chr2-100110271-100111060","early"
"10268","chr2-100744464-100744993","early"
"10269","chr2-100783966-100784414","early"
"10270","chr2-101032809-101033246","early"
"10271","chr2-101063390-101063618","early"
"10272","chr2-101089384-101090683","early"
"10273","chr2-101124358-101125306","early"
"10274","chr2-101173524-101174320","early"
"10275","chr2-101234111-101234622","early"
"10276","chr2-101330197-101330826","early"
"10277","chr2-101357716-101358045","early"
"10278","chr2-101737544-101737873","early"
"10279","chr2-102025482-102025947","early"
"10280","chr2-102062048-102062724","early"
"10281","chr2-102082434-102083605","early"
"10282","chr2-102208301-102209737","early"
"10283","chr2-105432591-105433178","early"
"10284","chr2-105697756-105698136","early"
"10285","chr2-105745985-105746440","early"
"10286","chr2-105753837-105754616","early"
"10287","chr2-106113267-106114194","early"
"10288","chr2-108270350-108272256","early"
"10289","chr2-108377389-108378636","early"
"10290","chr2-109127945-109130390","early"
"10291","chr2-109279228-109279886","early"
"10292","chr2-109288772-109289394","early"
"10293","chr2-111667333-111668062","early"
"10294","chr2-112634106-112634957","early"
"10295","chr2-113211733-113213073","early"
"10296","chr2-113239863-113241865","early"
"10297","chr2-113288338-113289065","early"
"10298","chr2-113324320-113325632","early"
"10299","chr2-113795492-113795866","early"
"10300","chr2-113817775-113818964","early"
"10301","chr2-113839792-113840983","early"
"10302","chr2-113876378-113878238","early"
"10303","chr2-119485349-119485732","early"
"10304","chr2-119598246-119599693","early"
"10305","chr2-120245242-120245836","early"
"10306","chr2-120286970-120287788","early"
"10307","chr2-126655647-126656858","early"
"10308","chr2-127647033-127647850","early"
"10309","chr2-128388436-128388870","early"
"10310","chr2-128395335-128396777","early"
"10311","chr2-131061033-131061791","early"
"10312","chr2-131074070-131074640","early"
"10313","chr2-134717826-134719564","early"
"10314","chr2-136013773-136014863","early"
"10315","chr2-143936493-143937702","early"
"10316","chr2-144320360-144320845","early"
"10317","chr2-144356315-144356665","early"
"10318","chr2-144426265-144426727","early"
"10319","chr2-144513719-144513984","early"
"10320","chr2-150476099-150477692","early"
"10321","chr2-150484893-150487167","early"
"10322","chr2-151862444-151863128","early"
"10323","chr2-152334747-152337177","early"
"10324","chr2-152407118-152407814","early"
"10325","chr2-152420942-152422157","early"
"10326","chr2-152432094-152432985","early"
"10327","chr2-154709101-154709842","early"
"10328","chr2-157830738-157831781","early"
"10329","chr2-158125524-158126596","early"
"10330","chr2-158394345-158394946","early"
"10331","chr2-158395092-158395748","early"
"10332","chr2-159064245-159065392","early"
"10333","chr2-160061731-160063701","early"
"10334","chr2-160205109-160205954","early"
"10335","chr2-160209578-160209826","early"
"10336","chr2-160245265-160246294","early"
"10337","chr2-160278448-160279046","early"
"10338","chr2-160279673-160280286","early"
"10339","chr2-161136023-161137277","early"
"10340","chr2-162058698-162059633","early"
"10341","chr2-163777927-163778669","early"
"10342","chr2-165594248-165595236","early"
"10343","chr2-165745739-165746355","early"
"10344","chr2-168354923-168355490","early"
"10345","chr2-169363459-169364883","early"
"10346","chr2-171334087-171334972","early"
"10347","chr2-172012239-172013664","early"
"10348","chr2-173983015-173983651","early"
"10349","chr2-173991030-173992399","early"
"10350","chr2-174998024-174998747","early"
"10351","chr2-176121799-176121998","early"
"10352","chr2-176122167-176123494","early"
"10353","chr2-176150807-176152674","early"
"10354","chr2-176177677-176179125","early"
"10355","chr2-177239878-177240408","early"
"10356","chr2-177325626-177325898","early"
"10357","chr2-177633986-177635138","early"
"10358","chr2-182949227-182949961","early"
"10359","chr2-186542001-186542207","early"
"10360","chr2-186546668-186547084","early"
"10361","chr2-186569753-186571027","early"
"10362","chr2-186576571-186577077","early"
"10363","chr2-188291076-188293259","early"
"10364","chr2-188293522-188293926","early"
"10365","chr2-188395742-188397063","early"
"10366","chr2-188609344-188610520","early"
"10367","chr2-188978052-188979042","early"
"10368","chr2-189522406-189523164","early"
"10369","chr2-190859456-190860105","early"
"10370","chr2-191018770-191019182","early"
"10371","chr2-191041501-191042293","early"
"10372","chr2-191049738-191050259","early"
"10373","chr2-191666633-191667098","early"
"10374","chr2-195984896-195986237","early"
"10375","chr2-196101105-196101994","early"
"10376","chr2-196182214-196183443","early"
"10377","chr2-197946561-197946943","early"
"10378","chr2-200081005-200081605","early"
"10379","chr2-200258825-200259744","early"
"10380","chr2-200369874-200370210","early"
"10381","chr2-201125430-201126067","early"
"10382","chr2-201356921-201357732","early"
"10383","chr2-202721584-202722042","early"
"10384","chr2-204664691-204665617","early"
"10385","chr2-204681214-204681851","early"
"10386","chr2-207135818-207136056","early"
"10387","chr2-207138579-207139091","early"
"10388","chr2-207163324-207163829","early"
"10389","chr2-207549586-207550382","early"
"10390","chr2-213150271-213150857","early"
"10391","chr2-213188958-213189883","early"
"10392","chr2-214102887-214103914","early"
"10393","chr2-215332824-215333209","early"
"10394","chr2-215435419-215436763","early"
"10395","chr2-217688488-217689162","early"
"10396","chr2-217964045-217965248","early"
"10397","chr2-218009862-218010836","early"
"10398","chr2-218379035-218379453","early"
"10399","chr2-218716956-218717623","early"
"10400","chr2-218733630-218734022","early"
"10401","chr2-218806179-218806807","early"
"10402","chr2-219207656-219208284","early"
"10403","chr2-219570198-219572217","early"
"10404","chr2-222425994-222426444","early"
"10405","chr2-222427699-222428310","early"
"10406","chr2-222433132-222434170","early"
"10407","chr2-224017634-224018347","early"
"10408","chr2-224441947-224443149","early"
"10409","chr2-226743931-226744442","early"
"10410","chr2-227780682-227781720","early"
"10411","chr2-227817892-227819688","early"
"10412","chr2-229642288-229642783","early"
"10413","chr2-230737707-230738885","early"
"10414","chr2-231400081-231400713","early"
"10415","chr2-231764618-231765235","early"
"10416","chr2-233480376-233481132","early"
"10417","chr2-233481445-233482386","early"
"10418","chr2-234954629-234954993","early"
"10419","chr2-234999772-235000511","early"
"10420","chr2-235432892-235434287","early"
"10421","chr2-235501396-235501623","early"
"10422","chr2-235573613-235574193","early"
"10423","chr2-236088133-236089226","early"
"10424","chr2-237482086-237482897","early"
"10425","chr2-237630711-237631439","early"
"10426","chr2-237662400-237663196","early"
"10427","chr2-237720699-237721372","early"
"10428","chr2-237731700-237731970","early"
"10429","chr2-238163041-238164196","early"
"10430","chr3-1195870-1196302","early"
"10431","chr3-1404027-1404835","early"
"10432","chr3-4474471-4475207","early"
"10433","chr3-4984082-4984511","early"
"10434","chr3-8864156-8865327","early"
"10435","chr3-9600305-9601284","early"
"10436","chr3-9715165-9716267","early"
"10437","chr3-9864232-9864744","early"
"10438","chr3-11184305-11184728","early"
"10439","chr3-11465641-11466682","early"
"10440","chr3-11513729-11514693","early"
"10441","chr3-11548639-11549007","early"
"10442","chr3-12179971-12180622","early"
"10443","chr3-12224431-12225114","early"
"10444","chr3-12545097-12545706","early"
"10445","chr3-14146797-14147415","early"
"10446","chr3-14235224-14235434","early"
"10447","chr3-14289608-14290347","early"
"10448","chr3-14297334-14298246","early"
"10449","chr3-14453654-14454145","early"
"10450","chr3-14804969-14805207","early"
"10451","chr3-15606175-15606926","early"
"10452","chr3-15902746-15904112","early"
"10453","chr3-16304732-16305632","early"
"10454","chr3-16400015-16400888","early"
"10455","chr3-24520981-24522545","early"
"10456","chr3-27072773-27073626","early"
"10457","chr3-29324047-29324722","early"
"10458","chr3-29335222-29335819","early"
"10459","chr3-29440235-29440913","early"
"10460","chr3-29695613-29696081","early"
"10461","chr3-32145478-32146234","early"
"10462","chr3-32325795-32326683","early"
"10463","chr3-32440200-32441178","early"
"10464","chr3-36487945-36488658","early"
"10465","chr3-37451501-37453158","early"
"10466","chr3-37768248-37768839","early"
"10467","chr3-37935324-37935750","early"
"10468","chr3-38265554-38266104","early"
"10469","chr3-39004812-39005618","early"
"10470","chr3-40043270-40043595","early"
"10471","chr3-41900136-41900594","early"
"10472","chr3-42025431-42025966","early"
"10473","chr3-42042841-42043795","early"
"10474","chr3-42843954-42844691","early"
"10475","chr3-42847621-42848067","early"
"10476","chr3-42905789-42907051","early"
"10477","chr3-43316678-43318301","early"
"10478","chr3-43489877-43491718","early"
"10479","chr3-43649450-43650100","early"
"10480","chr3-45145235-45146697","early"
"10481","chr3-45553309-45554649","early"
"10482","chr3-46065136-46066007","early"
"10483","chr3-46461935-46462810","early"
"10484","chr3-46464590-46465161","early"
"10485","chr3-46469591-46470508","early"
"10486","chr3-46484519-46486198","early"
"10487","chr3-46565307-46566686","early"
"10488","chr3-46576817-46577282","early"
"10489","chr3-46611977-46613005","early"
"10490","chr3-46619905-46620439","early"
"10491","chr3-46935081-46935844","early"
"10492","chr3-46947010-46947880","early"
"10493","chr3-48274534-48276253","early"
"10494","chr3-48425132-48425712","early"
"10495","chr3-48594981-48595851","early"
"10496","chr3-49485592-49486089","early"
"10497","chr3-51753602-51754798","early"
"10498","chr3-53495139-53496076","early"
"10499","chr3-53646473-53647517","early"
"10500","chr3-53803770-53804592","early"
"10501","chr3-53842570-53843312","early"
"10502","chr3-54321337-54322752","early"
"10503","chr3-54863219-54863724","early"
"10504","chr3-55166421-55167592","early"
"10505","chr3-56467751-56468852","early"
"10506","chr3-57006739-57008312","early"
"10507","chr3-57010890-57011436","early"
"10508","chr3-57029098-57030481","early"
"10509","chr3-57543809-57544558","early"
"10510","chr3-57805738-57806009","early"
"10511","chr3-57977616-57978567","early"
"10512","chr3-58025510-58026603","early"
"10513","chr3-58560381-58561171","early"
"10514","chr3-58627177-58627886","early"
"10515","chr3-58628754-58629498","early"
"10516","chr3-58665178-58665757","early"
"10517","chr3-61181591-61182253","early"
"10518","chr3-61650145-61650564","early"
"10519","chr3-61684232-61684669","early"
"10520","chr3-61823782-61824197","early"
"10521","chr3-61894638-61895446","early"
"10522","chr3-61979583-61980407","early"
"10523","chr3-62038807-62039173","early"
"10524","chr3-62143848-62144822","early"
"10525","chr3-64158361-64158759","early"
"10526","chr3-64189085-64189574","early"
"10527","chr3-64209932-64210775","early"
"10528","chr3-64349046-64349833","early"
"10529","chr3-64351749-64352101","early"
"10530","chr3-64440345-64440838","early"
"10531","chr3-65902176-65902872","early"
"10532","chr3-65953173-65953831","early"
"10533","chr3-68089381-68090073","early"
"10534","chr3-69249826-69250382","early"
"10535","chr3-69770141-69771095","early"
"10536","chr3-69786858-69787715","early"
"10537","chr3-71129544-71131024","early"
"10538","chr3-71441183-71441880","early"
"10539","chr3-72660613-72661482","early"
"10540","chr3-74115618-74116296","early"
"10541","chr3-76824200-76825159","early"
"10542","chr3-81728785-81729504","early"
"10543","chr3-98778377-98779420","early"
"10544","chr3-99920450-99921294","early"
"10545","chr3-99945161-99945979","early"
"10546","chr3-100041310-100041739","early"
"10547","chr3-100335416-100335727","early"
"10548","chr3-100682039-100683111","early"
"10549","chr3-101836835-101837560","early"
"10550","chr3-108513817-108514304","early"
"10551","chr3-109081605-109082330","early"
"10552","chr3-111711966-111713131","early"
"10553","chr3-111998629-111999631","early"
"10554","chr3-112060732-112061628","early"
"10555","chr3-112074661-112075547","early"
"10556","chr3-112085694-112086815","early"
"10557","chr3-112293188-112294508","early"
"10558","chr3-112360545-112360918","early"
"10559","chr3-113629385-113630885","early"
"10560","chr3-113748893-113749127","early"
"10561","chr3-114121782-114122860","early"
"10562","chr3-114451066-114451976","early"
"10563","chr3-114496093-114496458","early"
"10564","chr3-114711307-114711742","early"
"10565","chr3-120159843-120160579","early"
"10566","chr3-120435301-120435952","early"
"10567","chr3-120450023-120451750","early"
"10568","chr3-121715063-121715501","early"
"10569","chr3-122247213-122248276","early"
"10570","chr3-122964726-122965230","early"
"10571","chr3-122967440-122967639","early"
"10572","chr3-122974824-122975911","early"
"10573","chr3-123096556-123097081","early"
"10574","chr3-123447833-123450284","early"
"10575","chr3-123807655-123808286","early"
"10576","chr3-123976329-123977075","early"
"10577","chr3-124174283-124174892","early"
"10578","chr3-124202680-124203115","early"
"10579","chr3-124276833-124277989","early"
"10580","chr3-124297230-124297938","early"
"10581","chr3-124345682-124346879","early"
"10582","chr3-124558825-124560174","early"
"10583","chr3-124770665-124771034","early"
"10584","chr3-124784473-124785280","early"
"10585","chr3-124812388-124813392","early"
"10586","chr3-125200587-125201378","early"
"10587","chr3-125207162-125207880","early"
"10588","chr3-125601963-125602620","early"
"10589","chr3-125608392-125609265","early"
"10590","chr3-125621997-125622857","early"
"10591","chr3-126170166-126171832","early"
"10592","chr3-126266203-126266946","early"
"10593","chr3-126342934-126343383","early"
"10594","chr3-126544729-126545307","early"
"10595","chr3-127035041-127036234","early"
"10596","chr3-127761279-127762601","early"
"10597","chr3-128297151-128298064","early"
"10598","chr3-129346653-129347389","early"
"10599","chr3-129495025-129495599","early"
"10600","chr3-129603238-129603474","early"
"10601","chr3-129672234-129672797","early"
"10602","chr3-129673962-129675041","early"
"10603","chr3-132637410-132637912","early"
"10604","chr3-133962538-133963435","early"
"10605","chr3-133983792-133984343","early"
"10606","chr3-134002128-134002656","early"
"10607","chr3-134650392-134652012","early"
"10608","chr3-134794722-134796752","early"
"10609","chr3-134903885-134905165","early"
"10610","chr3-136930332-136930579","early"
"10611","chr3-136994496-136995533","early"
"10612","chr3-138347487-138349666","early"
"10613","chr3-138350009-138350421","early"
"10614","chr3-138361026-138362444","early"
"10615","chr3-138401970-138402977","early"
"10616","chr3-138916491-138917137","early"
"10617","chr3-139585703-139586112","early"
"10618","chr3-140023254-140023983","early"
"10619","chr3-140052864-140053582","early"
"10620","chr3-141107788-141109066","early"
"10621","chr3-142629377-142629796","early"
"10622","chr3-146132010-146132393","early"
"10623","chr3-146152532-146153257","early"
"10624","chr3-146160083-146161944","early"
"10625","chr3-146503351-146504120","early"
"10626","chr3-146517548-146518389","early"
"10627","chr3-146542196-146542530","early"
"10628","chr3-146624860-146625712","early"
"10629","chr3-148955484-148956421","early"
"10630","chr3-149330643-149330889","early"
"10631","chr3-149376615-149377168","early"
"10632","chr3-149471627-149472661","early"
"10633","chr3-149547849-149548685","early"
"10634","chr3-149641141-149641950","early"
"10635","chr3-149656519-149658961","early"
"10636","chr3-149735974-149736754","early"
"10637","chr3-150062275-150062927","early"
"10638","chr3-150078682-150079401","early"
"10639","chr3-155704473-155705371","early"
"10640","chr3-156605522-156606546","early"
"10641","chr3-157070139-157070880","early"
"10642","chr3-158748299-158749110","early"
"10643","chr3-159731952-159733053","early"
"10644","chr3-170320375-170320961","early"
"10645","chr3-170346371-170347089","early"
"10646","chr3-170468721-170469730","early"
"10647","chr3-170534170-170534564","early"
"10648","chr3-170999770-171000213","early"
"10649","chr3-171089459-171089789","early"
"10650","chr3-171230739-171231233","early"
"10651","chr3-171283428-171283802","early"
"10652","chr3-171411571-171412336","early"
"10653","chr3-171458110-171458433","early"
"10654","chr3-171953273-171953972","early"
"10655","chr3-171966600-171967565","early"
"10656","chr3-171972535-171973430","early"
"10657","chr3-172125752-172126429","early"
"10658","chr3-172129366-172130667","early"
"10659","chr3-172156264-172156886","early"
"10660","chr3-172200830-172201724","early"
"10661","chr3-172246082-172246627","early"
"10662","chr3-172278833-172279616","early"
"10663","chr3-172515202-172515910","early"
"10664","chr3-172541143-172541866","early"
"10665","chr3-173396631-173396833","early"
"10666","chr3-176927245-176927743","early"
"10667","chr3-177069896-177070162","early"
"10668","chr3-177213240-177214115","early"
"10669","chr3-177278930-177279879","early"
"10670","chr3-178482793-178483356","early"
"10671","chr3-183094225-183095179","early"
"10672","chr3-183295281-183295780","early"
"10673","chr3-185544786-185545967","early"
"10674","chr3-186097383-186098497","early"
"10675","chr3-186745813-186746390","early"
"10676","chr3-187263091-187264458","early"
"10677","chr3-187291117-187292531","early"
"10678","chr3-187336279-187337046","early"
"10679","chr3-188006347-188007154","early"
"10680","chr3-188026035-188027338","early"
"10681","chr3-188270442-188270845","early"
"10682","chr3-189981255-189982178","early"
"10683","chr3-190041141-190041720","early"
"10684","chr3-190281176-190281879","early"
"10685","chr3-190321626-190322669","early"
"10686","chr3-192408942-192410352","early"
"10687","chr3-192879181-192880093","early"
"10688","chr3-193772182-193772806","early"
"10689","chr3-194772539-194773517","early"
"10690","chr3-194930363-194931262","early"
"10691","chr3-195203477-195205107","early"
"10692","chr3-197022750-197024158","early"
"10693","chr3-197306365-197306724","early"
"10694","chr3-197356225-197356608","early"
"10695","chr4-602351-603013","early"
"10696","chr4-1109374-1110458","early"
"10697","chr4-1171502-1171840","early"
"10698","chr4-1172414-1173971","early"
"10699","chr4-1174143-1174369","early"
"10700","chr4-1191588-1193021","early"
"10701","chr4-1194338-1194967","early"
"10702","chr4-1736506-1737283","early"
"10703","chr4-1753447-1754378","early"
"10704","chr4-1766267-1768271","early"
"10705","chr4-1991687-1992936","early"
"10706","chr4-2800649-2801503","early"
"10707","chr4-3106077-3106982","early"
"10708","chr4-5719050-5720114","early"
"10709","chr4-6746516-6747957","early"
"10710","chr4-7757246-7758200","early"
"10711","chr4-7941100-7941870","early"
"10712","chr4-8010506-8011085","early"
"10713","chr4-8472330-8473418","early"
"10714","chr4-10039844-10040693","early"
"10715","chr4-13543902-13545218","early"
"10716","chr4-15057364-15058102","early"
"10717","chr4-15118069-15118887","early"
"10718","chr4-16033897-16034595","early"
"10719","chr4-16075853-16076339","early"
"10720","chr4-16076418-16076933","early"
"10721","chr4-16082317-16084516","early"
"10722","chr4-17494227-17494589","early"
"10723","chr4-17580233-17580648","early"
"10724","chr4-17641599-17642296","early"
"10725","chr4-21516991-21517995","early"
"10726","chr4-22457911-22458648","early"
"10727","chr4-22598764-22600205","early"
"10728","chr4-23788068-23788971","early"
"10729","chr4-24519369-24520208","early"
"10730","chr4-24911666-24913274","early"
"10731","chr4-24971084-24971709","early"
"10732","chr4-25534842-25535997","early"
"10733","chr4-25813727-25814025","early"
"10734","chr4-36255294-36256031","early"
"10735","chr4-37407799-37408757","early"
"10736","chr4-37471788-37472298","early"
"10737","chr4-37485742-37486425","early"
"10738","chr4-37665256-37666045","early"
"10739","chr4-37675553-37676267","early"
"10740","chr4-38526024-38526844","early"
"10741","chr4-39622393-39622787","early"
"10742","chr4-40524246-40525169","early"
"10743","chr4-40559586-40560650","early"
"10744","chr4-41339722-41340803","early"
"10745","chr4-41367273-41367925","early"
"10746","chr4-41369477-41370145","early"
"10747","chr4-41442954-41443552","early"
"10748","chr4-41505099-41506134","early"
"10749","chr4-41594409-41594816","early"
"10750","chr4-47703516-47705075","early"
"10751","chr4-48046982-48048322","early"
"10752","chr4-55733803-55734322","early"
"10753","chr4-56307220-56307925","early"
"10754","chr4-56310203-56310704","early"
"10755","chr4-57102006-57102506","early"
"10756","chr4-57109458-57111346","early"
"10757","chr4-57131770-57132940","early"
"10758","chr4-67713994-67714578","early"
"10759","chr4-68904526-68907212","early"
"10760","chr4-69032854-69033232","early"
"10761","chr4-72567602-72569732","early"
"10762","chr4-73589289-73590788","early"
"10763","chr4-73608639-73609512","early"
"10764","chr4-73609730-73609994","early"
"10765","chr4-73856213-73856972","early"
"10766","chr4-73948854-73949380","early"
"10767","chr4-74294521-74295335","early"
"10768","chr4-74715359-74716750","early"
"10769","chr4-76197945-76199191","early"
"10770","chr4-76569080-76569577","early"
"10771","chr4-76621932-76622565","early"
"10772","chr4-76688816-76689916","early"
"10773","chr4-82639890-82640740","early"
"10774","chr4-82643993-82644709","early"
"10775","chr4-82744213-82745525","early"
"10776","chr4-82799244-82799879","early"
"10777","chr4-85474657-85475818","early"
"10778","chr4-85827364-85828191","early"
"10779","chr4-86741181-86742244","early"
"10780","chr4-87240015-87240741","early"
"10781","chr4-87502544-87503257","early"
"10782","chr4-87866125-87866545","early"
"10783","chr4-87961925-87962596","early"
"10784","chr4-87985016-87985954","early"
"10785","chr4-88320146-88321275","early"
"10786","chr4-88331864-88332645","early"
"10787","chr4-88799201-88799827","early"
"10788","chr4-93300117-93301144","early"
"10789","chr4-94419753-94420308","early"
"10790","chr4-94534893-94535402","early"
"10791","chr4-97037438-97038293","early"
"10792","chr4-98165553-98166960","early"
"10793","chr4-101790363-101791516","early"
"10794","chr4-101806585-101807952","early"
"10795","chr4-102439896-102440131","early"
"10796","chr4-105184313-105184959","early"
"10797","chr4-105598758-105599121","early"
"10798","chr4-105619108-105619830","early"
"10799","chr4-105978407-105979724","early"
"10800","chr4-109559570-109561457","early"
"10801","chr4-109589549-109589879","early"
"10802","chr4-110410830-110411837","early"
"10803","chr4-112296768-112297782","early"
"10804","chr4-113291491-113293102","early"
"10805","chr4-113434029-113434589","early"
"10806","chr4-113440181-113440717","early"
"10807","chr4-121374869-121375630","early"
"10808","chr4-121457368-121457812","early"
"10809","chr4-122765675-122766315","early"
"10810","chr4-124641831-124642394","early"
"10811","chr4-124711469-124713586","early"
"10812","chr4-127533073-127533692","early"
"10813","chr4-128392993-128393765","early"
"10814","chr4-140190484-140190882","early"
"10815","chr4-140242726-140243806","early"
"10816","chr4-140426769-140427918","early"
"10817","chr4-140641440-140642457","early"
"10818","chr4-141353083-141353499","early"
"10819","chr4-143241702-143242343","early"
"10820","chr4-144699207-144699889","early"
"10821","chr4-145623805-145624440","early"
"10822","chr4-146945365-146946136","early"
"10823","chr4-147704719-147705625","early"
"10824","chr4-147960676-147961292","early"
"10825","chr4-151674685-151675993","early"
"10826","chr4-152485523-152486346","early"
"10827","chr4-155666411-155668268","early"
"10828","chr4-155722519-155723132","early"
"10829","chr4-155735542-155735875","early"
"10830","chr4-155777935-155778726","early"
"10831","chr4-158162506-158162948","early"
"10832","chr4-158796760-158797048","early"
"10833","chr4-165763608-165764060","early"
"10834","chr4-165764538-165765396","early"
"10835","chr4-165873070-165875321","early"
"10836","chr4-168731390-168732149","early"
"10837","chr4-168816428-168817132","early"
"10838","chr4-168831233-168833451","early"
"10839","chr4-169860683-169862338","early"
"10840","chr4-173039575-173040907","early"
"10841","chr4-182337913-182338355","early"
"10842","chr4-182555991-182556398","early"
"10843","chr4-183715861-183716893","early"
"10844","chr4-183729507-183730282","early"
"10845","chr4-183747827-183748561","early"
"10846","chr4-183755321-183756283","early"
"10847","chr4-183756775-183757499","early"
"10848","chr4-183796891-183798705","early"
"10849","chr4-183875673-183876937","early"
"10850","chr4-183919110-183919651","early"
"10851","chr4-183987175-183988429","early"
"10852","chr4-184099351-184100022","early"
"10853","chr4-184801878-184802125","early"
"10854","chr4-184814747-184815767","early"
"10855","chr4-185004336-185005537","early"
"10856","chr4-185108245-185109076","early"
"10857","chr4-185127058-185129246","early"
"10858","chr4-186569792-186570507","early"
"10859","chr4-186685669-186686091","early"
"10860","chr4-186807781-186808894","early"
"10861","chr5-1118058-1119843","early"
"10862","chr5-5065683-5066816","early"
"10863","chr5-5340220-5340680","early"
"10864","chr5-6758958-6760064","early"
"10865","chr5-9339997-9340427","early"
"10866","chr5-9431147-9432178","early"
"10867","chr5-10366575-10367265","early"
"10868","chr5-10502243-10503155","early"
"10869","chr5-10508759-10509000","early"
"10870","chr5-10557818-10558365","early"
"10871","chr5-10694549-10695463","early"
"10872","chr5-10734869-10736635","early"
